Duration,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Mean Payload Size,Std Payload Size,Min Payload Size,Max Payload Size,Mean Entropy,Min Entropy,Max Entropy,Mean Inter-Packet Interval,Min Inter-Packet Interval,Max Inter-Packet Interval,Bytes per Packet,Packets per Second,Bytes per Second,Destination Common Port Usage,Flags Count,SYN Count,ACK Count,FIN Count,Is HTTP,Is Internal IP,Direction,Short Duration,Single Packet
1.039359,4143,53456,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0.0,0.0,0.5196795000229031,0.5178590000141412,0.521500000031665,40.0,2.8863944027039743,115.45577610815899,0,2,0,1,0,0,0,inbound,0,0
9.002461,54720,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.501230499998201,2.993868000005022,6.008592999991379,44.66666666666666,0.3332422101023264,14.884818717903917,0,1,1,0,0,0,1,outbound,0,0
0.998554,50830,443,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,0.4992769999953452,0.4977160000125877,0.5008379999781027,44.666666666666664,3.004344281831528,134.19404458847492,1,1,1,0,0,0,1,outbound,0,0
8.994671,52648,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.497335500083864,2.9961030003614724,5.998567999806255,44.66666666666666,0.3335308206381311,14.897709988503191,0,1,1,0,0,0,1,outbound,0,0
9.005215,51855,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.502607499976875,3.006773999950383,5.998441000003368,44.66666666666666,0.3331402970389935,14.880266601075045,0,1,1,0,0,0,1,outbound,0,0
1.028789,55016,4143,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,0.5143944999435917,0.510859000030905,0.5179299998562783,44.666666666666664,2.9160498411238844,130.25022623686684,0,1,1,0,0,0,1,outbound,0,0
1e-06,50784,8080,HTTP,"PSH,ACK",1,456,456.0,0.0,456,456,3.516052421134077,3.516052421134077,3.516052421134077,0.0,0.0,0.0,456.0,1000000.0,456000000.0,0,2,0,1,0,1,1,outbound,1,1
0.998328,50226,443,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,0.4991639999934705,0.4978659999906085,0.5004619999963325,44.666666666666664,3.0050244007981344,134.22442323565,1,1,1,0,0,0,1,outbound,0,0
15.300691,8080,54189,TCP,"FIN,SYN,ACK",3,106,35.333333333333336,1.8856180831641267,34,38,0.0,0.0,0.0,7.650345500092953,0.0004949998110532,15.300196000374854,35.333333333333336,0.1960695762041073,6.927791692545127,0,3,1,1,1,0,0,outbound,0,0
1.039615,50876,4143,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,0.5198074999789242,0.5182789999525994,0.5213360000052489,44.666666666666664,2.8856836425022725,128.89386936510152,0,1,1,0,0,0,1,outbound,0,0
8.999773,64422,8080,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0.0,0.0,4.49988650000887,3.000923999992665,5.998849000025075,44.66666666666666,0.3333417409527996,14.88926442922505,0,1,1,0,0,0,1,outbound,0,0
1e-06,64878,8080,HTTP,"PSH,ACK",1,455,455.0,0.0,455,455,3.530020795484126,3.530020795484126,3.530020795484126,0.0,0.0,0.0,455.0,1000000.0,455000000.0,0,2,0,1,0,1,1,outbound,1,1
1e-06,8080,49779,DATA-TEXT-LINES,"PSH,ACK",1,417,417.0,0.0,417,417,3.535851790610799,3.535851790610799,3.535851790610799,0.0,0.0,0.0,417.0,1000000.0,417000000.0,0,2,0,1,0,0,0,outbound,1,1
1.019992,4143,57488,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0.0,0.0,0.5099959999788553,0.5079989999067038,0.5119930000510067,40.0,2.9411995388199124,117.6479815527965,0,2,0,1,0,0,0,inbound,0,0
1.038849,4143,51776,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0.0,0.0,0.5194245000020601,0.5183659999747761,0.5204830000293441,40.0,2.8878114143633966,115.51245657453586,0,2,0,1,0,0,0,inbound,0,0
