Duration,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Mean Payload Size,Std Payload Size,Min Payload Size,Max Payload Size,Mean Entropy,Min Entropy,Max Entropy,Mean Inter-Packet Interval,Min Inter-Packet Interval,Max Inter-Packet Interval,Label,Bytes per Packet,Packets per Second,Bytes per Second,Destination Common Port Usage,Flags Count,SYN Count,ACK Count,FIN Count,Is HTTP,Is Internal IP,Direction,Short Duration,Single Packet
1.019287,49200,4143,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.5096434999995836,0.5083909999993921,0.5108959999997751,Dridex,44.666666666666664,2.943233848758985,131.464445244568,0,1,1,0,0,0,1,outbound,0,0
1.019377,4143,49200,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.509688499999811,0.5085919999992257,0.5107850000003964,Dridex,40.0,2.9429739929388243,117.71895971755298,0,2,0,1,0,0,0,outbound,0,0
1.160325,49201,8043,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.5801624999999149,0.5788680000005115,0.5814569999993182,Benign,44.666666666666664,2.585482515674488,115.48488570012711,0,1,1,0,0,0,1,outbound,0,0
1.160944,8043,49201,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.5804720000000998,0.5789420000000973,0.5820020000001023,Benign,40.0,2.5841039705618876,103.3641588224755,0,2,0,1,0,0,0,outbound,0,0
0.998326,49202,443,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.4991630000004079,0.4975470000008499,0.5007789999999659,Dridex,44.666666666666664,3.0050304209246277,134.22469213463336,1,1,1,0,0,0,1,outbound,0,0
0.998327,443,49202,TCP,"RST,ACK",3,102,34.0,0.0,34,34,0.0,0,0,0.4991634999996677,0.4975589999994554,0.50076799999988,Dridex,34.0,3.005027410858366,102.17093196918445,0,2,0,1,0,0,0,outbound,0,0
1.23937,49203,8043,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.619684999999663,0.6181759999999485,0.6211939999993774,Benign,44.666666666666664,2.420584651879584,108.11944778395474,0,1,1,0,0,0,1,outbound,0,0
1.239553,8043,49203,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.6197764999997162,0.6177260000004026,0.6218269999990298,Benign,40.0,2.4202272916123797,96.8090916644952,0,2,0,1,0,0,0,outbound,0,0
1.069419,49204,4143,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.5347095000006448,0.5213670000011916,0.5480520000000979,Dridex,44.666666666666664,2.8052615485604804,125.30168250236812,0,1,1,0,0,0,1,outbound,0,0
1.038713,4143,49204,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.519356499999958,0.5174950000000536,0.5212179999998625,Dridex,40.0,2.888189519145327,115.52758076581308,0,2,0,1,0,0,0,outbound,0,0
1.140217,49205,8043,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.5701084999991508,0.569376999999804,0.5708399999984977,Benign,44.666666666666664,2.631078119340441,117.52148933053971,0,1,1,0,0,0,1,outbound,0,0
1.139759,8043,49205,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.5698794999998427,0.5688790000003792,0.5708799999993062,Benign,40.0,2.6321353900254354,105.2854156010174,0,2,0,1,0,0,0,outbound,0,0
0.999178,49206,443,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.4995890000000145,0.4986150000004272,0.5005629999996017,Dridex,44.666666666666664,3.0024680287196075,134.11023861614248,1,1,1,0,0,0,1,outbound,0,0
0.999265,443,49206,TCP,"RST,ACK",3,102,34.0,0.0,34,34,0.0,0,0,0.4996325000001889,0.4986979999994219,0.5005670000009559,Dridex,34.0,3.002206621867072,102.07502514348046,0,2,0,1,0,0,0,outbound,0,0
1.240515,49207,8043,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.6202574999997523,0.6189799999992829,0.6215350000002218,Benign,44.666666666666664,2.4183504431627187,108.01965312793476,0,1,1,0,0,0,1,outbound,0,0
1.240384,8043,49207,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.6201919999994061,0.6194519999990007,0.6209319999998115,Benign,40.0,2.418605851091275,96.744234043651,0,2,0,1,0,0,0,outbound,0,0
1.049411,49208,4143,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.5247054999999818,0.5211729999991803,0.5282380000007834,Dridex,44.666666666666664,2.8587464777861102,127.69067600777959,0,1,1,0,0,0,1,outbound,0,0
1.03701,4143,49208,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.5185050000000047,0.5183049999996001,0.5187050000004092,Dridex,40.0,2.8929325657418925,115.7173026296757,0,2,0,1,0,0,0,outbound,0,0
1.140274,49209,8043,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.5701369999997041,0.5692180000005465,0.5710559999988618,Benign,44.666666666666664,2.6309465970459733,117.51561466805347,0,1,1,0,0,0,1,outbound,0,0
1.139832,8043,49209,TCP,"RST,ACK",3,120,40.0,0.0,40,40,0.0,0,0,0.5699159999994663,0.568862000000081,0.5709699999988516,Benign,40.0,2.631966816162382,105.27867264649528,0,2,0,1,0,0,0,outbound,0,0
0.999454,49210,443,TCP,SYN,3,134,44.66666666666666,1.8856180831641267,42,46,0.0,0,0,0.4997270000003482,0.4989020000011805,0.5005519999995158,Dridex,44.666666666666664,3.001638894836581,134.07320396936728,1,1,1,0,0,0,1,outbound,0,0
0.999488,443,49210,TCP,"RST,ACK",3,102,34.0,0.0,34,34,0.0,0,0,0.4997439999997368,0.4989099999984319,0.5005780000010418,Dridex,34.0,3.0015367868348592,102.05225075238522,0,2,0,1,0,0,0,outbound,0,0
