Duration,Source Port,Destination Port,Protocol,Flags,Packets,Bytes,Label,packet_length,flags_count,syn_count,ack_count,fin_count,is_http,is_internal_ip,direction,bytes_per_packet,short_duration,single_packet
66.556406,51187,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.555945,443,51187,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.172452,51187,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.787789,443,51187,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.510489,51188,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.510052,443,51188,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.137625,51188,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.763476,443,51188,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.524064,51189,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.523393,443,51189,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.148143,51189,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.770887,443,51189,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.497692,51190,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.497323,443,51190,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.128156,51190,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.757087,443,51190,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.512275,51191,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.511834,443,51191,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.139143,51191,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.764609,443,51191,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.504428,51192,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.503982,443,51192,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.133307,51192,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.759774,443,51192,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.471403,51193,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.470849,443,51193,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.108094,51193,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.743586,443,51193,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.502178,51194,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.50167,443,51194,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.131644,51194,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.759329,443,51194,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.551138,51195,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.550646,443,51195,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.168391,51195,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.784403,443,51195,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.505787,51196,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.505315,443,51196,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.134168,51196,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.761443,443,51196,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
71.761683,51197,443,TCP,"SYN,RST,ACK",18,984,Trickbot,984,3,1,1,0,0,1,outbound,984,0,0
2.257482,443,51197,TCP,"SYN,ACK",32,45546,Trickbot,45546,2,1,1,0,0,0,inbound,45546,0,0
8.022826,51197,443,TLS,"PSH,ACK",4,978,Trickbot,978,2,0,1,0,0,1,outbound,978,0,0
8.024328,443,51197,TLS,"PSH,ACK",7,6749,Trickbot,6749,2,0,1,0,0,0,inbound,6749,0,0
66.492034,51198,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.491487,443,51198,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.123668,51198,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.754118,443,51198,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.513294,51199,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.512743,443,51199,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.140721,51199,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.767091,443,51199,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
72.631332,51200,443,TCP,"FIN,SYN,ACK",6,336,Trickbot,336,3,1,1,1,0,1,outbound,336,0,0
72.630816,443,51200,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
72.262667,51200,443,TLS,"PSH,ACK",5,1085,Trickbot,1085,2,0,1,0,0,1,outbound,1085,0,0
71.892747,443,51200,TLS,"PSH,ACK",5,1876,Trickbot,1876,2,0,1,0,0,0,inbound,1876,0,0
66.516804,51201,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.516441,443,51201,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.142573,51201,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.766927,443,51201,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
73.462412,51202,443,TCP,"FIN,SYN,ACK",15,870,Trickbot,870,3,1,1,1,0,1,outbound,870,0,0
73.461939,443,51202,TCP,"FIN,SYN,RST,ACK",16,16960,Trickbot,16960,4,1,1,1,0,0,inbound,16960,0,0
73.080227,51202,443,TLS,"PSH,ACK",5,1069,Trickbot,1069,2,0,1,0,0,1,outbound,1069,0,0
72.696915,443,51202,TLS,"PSH,ACK",8,7163,Trickbot,7163,2,0,1,0,0,0,inbound,7163,0,0
0.0,443,51202,DATA,ACK,1,1514,Trickbot,1514,1,0,1,0,0,0,inbound,1514,1,1
66.534817,51203,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.534326,443,51203,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.156404,51203,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.77641,443,51203,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.527005,51204,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.526609,443,51204,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.150174,51204,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.77181,443,51204,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.499061,51205,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.498629,443,51205,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.129031,51205,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.757121,443,51205,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.48657,51206,443,TCP,"FIN,SYN,ACK",4,228,Trickbot,228,3,1,1,1,0,1,outbound,228,0,0
66.487202,443,51206,TCP,"FIN,SYN,RST,ACK",4,246,Trickbot,246,4,1,1,1,0,0,inbound,246,0,0
0.756668,51206,443,TLS,"PSH,ACK",3,679,Trickbot,679,2,0,1,0,0,1,outbound,679,0,0
65.752264,443,51206,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.504815,51207,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.50426,443,51207,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.133174,51207,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.760628,443,51207,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.520576,51208,443,TCP,"FIN,SYN,ACK",4,228,Trickbot,228,3,1,1,1,0,1,outbound,228,0,0
66.52029,443,51208,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.145198,51208,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.76906,443,51208,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
67.514369,51209,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
67.513769,443,51209,TCP,"FIN,SYN,RST,ACK",6,366,Trickbot,366,4,1,1,1,0,0,inbound,366,0,0
67.140199,51209,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
66.76486,443,51209,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.504325,51210,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.503835,443,51210,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.133376,51210,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.761054,443,51210,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.510019,51211,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.509522,443,51211,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.137058,51211,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.763534,443,51211,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.493464,51212,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.49303,443,51212,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.126083,51212,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.755037,443,51212,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.53028,51213,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.52987,443,51213,TCP,"FIN,SYN,RST,ACK",4,246,Trickbot,246,4,1,1,1,0,0,inbound,246,0,0
0.776944,51213,443,TLS,"PSH,ACK",3,679,Trickbot,679,2,0,1,0,0,1,outbound,679,0,0
65.774446,443,51213,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.510322,51214,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.510085,443,51214,TCP,"FIN,SYN,RST,ACK",4,246,Trickbot,246,4,1,1,1,0,0,inbound,246,0,0
0.766444,51214,443,TLS,"PSH,ACK",3,679,Trickbot,679,2,0,1,0,0,1,outbound,679,0,0
65.763631,443,51214,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.505827,51215,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.506309,443,51215,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.133641,51215,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.760158,443,51215,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.540878,51216,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.540423,443,51216,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.160879,51216,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.779777,443,51216,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.501616,51217,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.501335,443,51217,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.131015,51217,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.759149,443,51217,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.549445,51218,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.549079,443,51218,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.167176,51218,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.782713,443,51218,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.517931,51219,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.517451,443,51219,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.143136,51219,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.766838,443,51219,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.491176,51220,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.490731,443,51220,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.12326,51220,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.753912,443,51220,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.523341,51221,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.522966,443,51221,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.147292,51221,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.769663,443,51221,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
62.528542,51222,443,TCP,"SYN,RST,ACK",4,228,Trickbot,228,3,1,1,0,0,1,outbound,228,0,0
0.372262,443,51222,TCP,"SYN,ACK",2,126,Trickbot,126,2,1,1,0,0,0,inbound,126,0,0
0.766955,51222,443,TLS,"PSH,ACK",3,679,Trickbot,679,2,0,1,0,0,1,outbound,679,0,0
0.768058,443,51222,TLS,"PSH,ACK",3,1310,Trickbot,1310,2,0,1,0,0,0,inbound,1310,0,0
2.496176,51223,443,TCP,"SYN,RST,ACK",4,228,Trickbot,228,3,1,1,0,0,1,outbound,228,0,0
0.377846,443,51223,TCP,"SYN,ACK",2,126,Trickbot,126,2,1,1,0,0,0,inbound,126,0,0
0.775967,51223,443,TLS,"PSH,ACK",3,679,Trickbot,679,2,0,1,0,0,1,outbound,679,0,0
0.789397,443,51223,TLS,"PSH,ACK",3,1454,Trickbot,1454,2,0,1,0,0,0,inbound,1454,0,0
0.645607,51224,80,TCP,"SYN,RST,ACK",119,6438,Benign,6438,3,1,1,0,0,1,outbound,6438,0,0
0.411853,80,51224,TCP,"SYN,PSH,ACK",303,455840,Benign,455840,3,1,1,0,0,0,inbound,455840,0,0
0.0,51224,80,HTTP,"PSH,ACK",1,159,Benign,159,2,0,1,0,1,1,outbound,159,1,1
0.0,80,51224,MEDIA,"PSH,ACK",1,1407,Benign,1407,2,0,1,0,0,0,inbound,1407,1,1
60.518879,51225,80,TCP,"FIN,SYN,ACK",5,282,Benign,282,3,1,1,1,0,1,outbound,282,0,0
60.518556,80,51225,TCP,"FIN,SYN,ACK",4,240,Benign,240,3,1,1,1,0,0,inbound,240,0,0
0.0,51225,80,HTTP,"PSH,ACK",1,211,Benign,211,2,0,1,0,1,1,outbound,211,1,1
0.0,80,51225,HTTP,"PSH,ACK",1,192,Benign,192,2,0,1,0,1,0,inbound,192,1,1
123.634033,51226,443,TCP,"FIN,SYN,ACK",21,17206,Trickbot,17206,3,1,1,1,0,1,outbound,17206,0,0
123.633653,443,51226,TCP,"FIN,SYN,RST,ACK",21,1266,Trickbot,1266,4,1,1,1,0,0,inbound,1266,0,0
123.266602,51226,443,TLS,"PSH,ACK",21,9724,Trickbot,9724,2,0,1,0,0,1,outbound,9724,0,0
122.898062,443,51226,TLS,"PSH,ACK",18,5171,Trickbot,5171,2,0,1,0,0,0,inbound,5171,0,0
0.0,52545,53,DNS,UNK,1,93,Trickbot,93,1,0,0,0,0,1,outbound,93,1,1
0.0,53,52545,DNS,UNK,1,149,Trickbot,149,1,0,0,0,0,0,inbound,149,1,1
66.53314,51227,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.532787,443,51227,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.154833,51227,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.775072,443,51227,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
73.796258,51228,443,TCP,"FIN,SYN,ACK",20,1092,Trickbot,1092,3,1,1,1,0,1,outbound,1092,0,0
73.795842,443,51228,TCP,"FIN,SYN,RST,ACK",35,45726,Trickbot,45726,4,1,1,1,0,0,inbound,45726,0,0
73.42234,51228,443,TLS,"PSH,ACK",5,1085,Trickbot,1085,2,0,1,0,0,1,outbound,1085,0,0
73.047247,443,51228,TLS,"PSH,ACK",8,6840,Trickbot,6840,2,0,1,0,0,0,inbound,6840,0,0
66.562229,51229,443,TCP,"FIN,SYN,ACK",4,228,Trickbot,228,3,1,1,1,0,1,outbound,228,0,0
66.561823,443,51229,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.176108,51229,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.789365,443,51229,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.492499,51230,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.492006,443,51230,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.12461,51230,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.755292,443,51230,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.491733,51231,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.49039,443,51231,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.122846,51231,443,TLS,"PSH,ACK",4,786,Trickbot,786,2,0,1,0,0,1,outbound,786,0,0
65.753522,443,51231,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.501508,51232,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.501133,443,51232,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.131262,51232,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.759709,443,51232,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
73.008252,51233,443,TCP,"FIN,SYN,ACK",12,660,Trickbot,660,3,1,1,1,0,1,outbound,660,0,0
73.007698,443,51233,TCP,"FIN,SYN,RST,ACK",18,19988,Trickbot,19988,4,1,1,1,0,0,inbound,19988,0,0
72.639694,51233,443,TLS,"PSH,ACK",5,1069,Trickbot,1069,2,0,1,0,0,1,outbound,1069,0,0
72.269832,443,51233,TLS,"PSH,ACK",7,5649,Trickbot,5649,2,0,1,0,0,0,inbound,5649,0,0
66.521336,51234,443,TCP,"FIN,SYN,ACK",4,228,Trickbot,228,3,1,1,1,0,1,outbound,228,0,0
66.52165,443,51234,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.147719,51234,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.773021,443,51234,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.505333,51235,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.504826,443,51235,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.133926,51235,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.761276,443,51235,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.500947,51236,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.50068,443,51236,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.130771,51236,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.759187,443,51236,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.482294,51237,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.482102,443,51237,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.116503,51237,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.74932,443,51237,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.492465,51238,443,TCP,"FIN,SYN,ACK",4,228,Trickbot,228,3,1,1,1,0,1,outbound,228,0,0
66.492042,443,51238,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.123945,51238,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.754701,443,51238,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.55299,51239,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.552505,443,51239,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.169777,51239,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.78518,443,51239,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.53644,51240,443,TCP,"FIN,SYN,ACK",4,228,Trickbot,228,3,1,1,1,0,1,outbound,228,0,0
66.536271,443,51240,TCP,"FIN,SYN,RST,ACK",4,246,Trickbot,246,4,1,1,1,0,0,inbound,246,0,0
0.779912,51240,443,TLS,"PSH,ACK",3,679,Trickbot,679,2,0,1,0,0,1,outbound,679,0,0
65.776848,443,51240,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.482254,51241,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.481843,443,51241,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.116508,51241,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.749263,443,51241,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.516383,51242,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.515792,443,51242,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.142229,51242,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
65.766944,443,51242,TLS,"PSH,ACK",4,1401,Trickbot,1401,2,0,1,0,0,0,inbound,1401,0,0
66.524657,51243,443,TCP,"FIN,SYN,ACK",5,282,Trickbot,282,3,1,1,1,0,1,outbound,282,0,0
66.524225,443,51243,TCP,"FIN,SYN,RST,ACK",5,306,Trickbot,306,4,1,1,1,0,0,inbound,306,0,0
66.148527,51243,443,TLS,"PSH,ACK",4,770,Trickbot,770,2,0,1,0,0,1,outbound,770,0,0
